itemid,label,abbreviation,linksto,category,unitname,param_type,lownormalvalue,highnormalvalue
228850,pressure ulcer #8- undermining present,pressure ulcer #8- undermining present,chartevents,skin - impairment,,text,,
224980,tunneling present #3,tunneling present #3,chartevents,skin - impairment,,text,,
227595,impaired skin cleanse #10,site cleanse #10,chartevents,skin - impairment,,text,,
228514,pressure ulcer #9- location,pressure ulcer #9- location,chartevents,skin - impairment,,text,,
228536,impaired skin #8- treatment,impaired skin #8- treatment,chartevents,skin - impairment,,text,,
228602,impaired skin #3- dressing status,impaired skin #3- dressing status,chartevents,skin - impairment,,text,,
228765,pressure ulcer #3- drainage amount,pressure ulcer #3- drainage amount,chartevents,skin - impairment,,text,,
228788,pressure ulcer #6- cleanse,pressure ulcer #6- cleanse,chartevents,skin - impairment,,text,,
228789,pressure ulcer #7- cleanse,pressure ulcer #7- cleanse,chartevents,skin - impairment,,text,,
228809,pressure ulcer #7- dressing status,pressure ulcer #7- dressing status,chartevents,skin - impairment,,text,,
224962,impaired skin wound base #6,site/wound base #6,chartevents,skin - impairment,,text,,
224975,surrounding tissue #5,surrounding tissue #5,chartevents,skin - impairment,,text,,
228743,pressure ulcer #1- surrounding tissue,pressure ulcer #1- surrounding tissue,chartevents,skin - impairment,,text,,
224908,impaired skin drainage #8,site drainage #8,chartevents,skin - impairment,,text,,
224946,impaired skin type #4,type #4,chartevents,skin - impairment,,text,,
228542,pressure ulcer #4- treatment,pressure ulcer #4- treatment,chartevents,skin - impairment,,text,,
228758,pressure ulcer #6- drainage,pressure ulcer #6- drainage,chartevents,skin - impairment,,text,,
228786,pressure ulcer #4- cleanse,pressure ulcer #4- cleanse,chartevents,skin - impairment,,text,,
224942,impaired skin treatment #7,site treatment #7,chartevents,skin - impairment,,text,,
224959,impaired skin wound base #3,site/wound base #3,chartevents,skin - impairment,,text,,
224969,pressure ulcer stage #6,pressure ulcer stage #6,chartevents,skin - impairment,,text,,
227621,surrounding tissue #10,surrounding tissue #10,chartevents,skin - impairment,,text,,
228526,impaired skin #9- cleanse,impaired skin #9- cleanse,chartevents,skin - impairment,,text,,
228578,impaired skin #3- type,impaired skin #3- type,chartevents,skin - impairment,,text,,
228603,impaired skin #4- dressing status,impaired skin #4- dressing status,chartevents,skin - impairment,,text,,
228808,pressure ulcer #6- dressing status,pressure ulcer #6- dressing status,chartevents,skin - impairment,,text,,
228860,impaired skin #8- type,impaired skin #8- type,chartevents,skin - impairment,,text,,
224934,impaired skin site #6,site #6,chartevents,skin - impairment,,text,,
224949,impaired skin type #7,type #7,chartevents,skin - impairment,,text,,
224978,surrounding tissue #8,surrounding tissue #8,chartevents,skin - impairment,,text,,
227620,surrounding tissue #9,surrounding tissue #9,chartevents,skin - impairment,,text,,
228533,impaired skin #5- treatment,impaired skin #5- treatment,chartevents,skin - impairment,,text,,
228580,impaired skin #5- type,impaired skin #5- type,chartevents,skin - impairment,,text,,
228763,pressure ulcer #1- drainage amount,pressure ulcer #1- drainage amount,chartevents,skin - impairment,,text,,
228813,pressure ulcer #1- stage,pressure ulcer #1- stage,chartevents,skin - impairment,,text,,
228838,pressure ulcer #6- tunneling present,pressure ulcer #6- tunneling present,chartevents,skin - impairment,,text,,
228855,impaired skin #3- type,impaired skin #3- type,chartevents,skin - impairment,,text,,
224914,impaired skin drainage amount #7,site drainage amount #7,chartevents,skin - impairment,,text,,
224977,surrounding tissue #7,surrounding tissue #7,chartevents,skin - impairment,,text,,
228497,impaired skin #2- location,impaired skin #2- location,chartevents,skin - impairment,,text,,
228756,pressure ulcer #4- drainage,pressure ulcer #4- drainage,chartevents,skin - impairment,,text,,
228757,pressure ulcer #5- drainage,pressure ulcer #5- drainage,chartevents,skin - impairment,,text,,
228769,pressure ulcer #7- drainage amount,pressure ulcer #7- drainage amount,chartevents,skin - impairment,,text,,
228839,pressure ulcer #7- tunneling present,pressure ulcer #7- tunneling present,chartevents,skin - impairment,,text,,
228506,pressure ulcer #1- location,pressure ulcer #1- location,chartevents,skin - impairment,,text,,
228527,impaired skin #10- cleanse,impaired skin #10- cleanse,chartevents,skin - impairment,,text,,
228538,impaired skin #10- treatment,impaired skin #10- treatment,chartevents,skin - impairment,,text,,
228767,pressure ulcer #5- drainage amount,pressure ulcer #5- drainage amount,chartevents,skin - impairment,,text,,
228816,pressure ulcer #4- stage,pressure ulcer #4- stage,chartevents,skin - impairment,,text,,
228856,impaired skin #4- type,impaired skin #4- type,chartevents,skin - impairment,,text,,
228509,pressure ulcer #4- location,pressure ulcer #4- location,chartevents,skin - impairment,,text,,
228552,pressure ulcer #4- type,pressure ulcer #4- type,chartevents,skin - impairment,,text,,
228553,pressure ulcer #5- type,pressure ulcer #5- type,chartevents,skin - impairment,,text,,
228754,pressure ulcer #2- drainage,pressure ulcer #2- drainage,chartevents,skin - impairment,,text,,
228760,pressure ulcer #8- drainage,pressure ulcer #8- drainage,chartevents,skin - impairment,,text,,
227608,impaired skin treatment #9,site treatment #9,chartevents,skin - impairment,,text,,
228764,pressure ulcer #2- drainage amount,pressure ulcer #2- drainage amount,chartevents,skin - impairment,,text,,
228815,pressure ulcer #3- stage,pressure ulcer #3- stage,chartevents,skin - impairment,,text,,
224565,surrounding tissue #1,surrounding tissue #1,chartevents,skin - impairment,,text,,
227618,pressure ulcer stage #9,pressure ulcer stage #9,chartevents,skin - impairment,,text,,
227619,pressure ulcer stage #10,pressure ulcer stage #10,chartevents,skin - impairment,,text,,
227782,impaired skin  - dressing status #3,impaired skin  - dressing status #3,chartevents,skin - impairment,,text,,
227784,impaired skin  - dressing status #5,impaired skin  - dressing status #5,chartevents,skin - impairment,,text,,
228507,pressure ulcer #2- location,pressure ulcer #2- location,chartevents,skin - impairment,,text,,
228537,impaired skin #9- treatment,impaired skin #9- treatment,chartevents,skin - impairment,,text,,
228861,impaired skin #9- type,impaired skin #9- type,chartevents,skin - impairment,,text,,
224950,impaired skin type #8,type #8,chartevents,skin - impairment,,text,,
224981,tunneling present #4,tunneling present #4,chartevents,skin - impairment,,text,,
227787,impaired skin  - dressing status  #8,impaired skin - dressing status  #8,chartevents,skin - impairment,,text,,
227788,impaired skin  - dressing status #9,impaired skin  - dressing status #9,chartevents,skin - impairment,,text,,
228605,impaired skin #6- dressing status,impaired skin #6- dressing status,chartevents,skin - impairment,,text,,
228833,pressure ulcer #1- tunneling present,pressure ulcer #1- tunneling present,chartevents,skin - impairment,,text,,
227606,impaired skin site #9,site #9,chartevents,skin - impairment,,text,,
228548,pressure ulcer #10- treatment,pressure ulcer #10- treatment,chartevents,skin - impairment,,text,,
228558,pressure ulcer #10- type,pressure ulcer #10- type,chartevents,skin - impairment,,text,,
228601,impaired skin #2- dressing status,impaired skin #2- dressing status,chartevents,skin - impairment,,text,,
228759,pressure ulcer #7- drainage,pressure ulcer #7- drainage,chartevents,skin - impairment,,text,,
228806,pressure ulcer #4- dressing status,pressure ulcer #4- dressing status,chartevents,skin - impairment,,text,,
228498,impaired skin #3- location,impaired skin #3- location,chartevents,skin - impairment,,text,,
228529,impaired skin #1- treatment,impaired skin #1- treatment,chartevents,skin - impairment,,text,,
228586,dressing status,dressing status,chartevents,skin - impairment,,text,,
228738,pressure ulcer #6- wound base,pressure ulcer #6- wound base,chartevents,skin - impairment,,text,,
224966,pressure ulcer stage #3,pressure ulcer stage #3,chartevents,skin - impairment,,text,,
228555,pressure ulcer #7- type,pressure ulcer #7- type,chartevents,skin - impairment,,text,,
228807,pressure ulcer #5- dressing status,pressure ulcer #5- dressing status,chartevents,skin - impairment,,text,,
228862,impaired skin #10- type,impaired skin #10- type,chartevents,skin - impairment,,text,,
224984,tunneling present #7,tunneling present #7,chartevents,skin - impairment,,text,,
224987,undermining present #3,undermining present #3,chartevents,skin - impairment,,text,,
227599,impaired skin drainage #10,site drainage #10,chartevents,skin - impairment,,text,,
228499,impaired skin #4- location,impaired skin #4- location,chartevents,skin - impairment,,text,,
228750,pressure ulcer #8- surrounding tissue,pressure ulcer #8- surrounding tissue,chartevents,skin - impairment,,text,,
228848,pressure ulcer #6- undermining present,pressure ulcer #6- undermining present,chartevents,skin - impairment,,text,,
228857,impaired skin #5- type,impaired skin #5- type,chartevents,skin - impairment,,text,,
228859,impaired skin #7- type,impaired skin #7- type,chartevents,skin - impairment,,text,,
224631,pressure ulcer stage #1,pressure ulcer stage #1,chartevents,skin - impairment,,text,,
228600,impaired skin #1- dressing status,impaired skin #1- dressing status,chartevents,skin - impairment,,text,,
228742,pressure ulcer #10- wound base,pressure ulcer #10- wound base,chartevents,skin - impairment,,text,,
228747,pressure ulcer #5- surrounding tissue,pressure ulcer #5- surrounding tissue,chartevents,skin - impairment,,text,,
228748,pressure ulcer #6- surrounding tissue,pressure ulcer #6- surrounding tissue,chartevents,skin - impairment,,text,,
228502,impaired skin #7- location,impaired skin #7- location,chartevents,skin - impairment,,text,,
228503,impaired skin #8- location,impaired skin #8- location,chartevents,skin - impairment,,text,,
228512,pressure ulcer #7- location,pressure ulcer #7- location,chartevents,skin - impairment,,text,,
228783,pressure ulcer #1- cleanse,pressure ulcer #1- cleanse,chartevents,skin - impairment,,text,,
228790,pressure ulcer #8- cleanse,pressure ulcer #8- cleanse,chartevents,skin - impairment,,text,,
228817,pressure ulcer #5- stage,pressure ulcer #5- stage,chartevents,skin - impairment,,text,,
224965,pressure ulcer stage #2,pressure ulcer stage #2,chartevents,skin - impairment,,text,,
224983,tunneling present #6,tunneling present #6,chartevents,skin - impairment,,text,,
228751,pressure ulcer #9- surrounding tissue,pressure ulcer #9- surrounding tissue,chartevents,skin - impairment,,text,,
228845,pressure ulcer #3- undermining present,pressure ulcer #3- undermining present,chartevents,skin - impairment,,text,,
224907,impaired skin drainage #7,site drainage #7,chartevents,skin - impairment,,text,,
224964,impaired skin wound base #8,site/wound base #8,chartevents,skin - impairment,,text,,
228735,pressure ulcer #3- wound base,pressure ulcer #3- wound base,chartevents,skin - impairment,,text,,
224941,impaired skin treatment #6,site treatment #6,chartevents,skin - impairment,,text,,
224986,undermining present #2,undermining present #2,chartevents,skin - impairment,,text,,
227780,impaired skin  - dressing status #1,impaired skin  - dressing status #1,chartevents,skin - impairment,,text,,
228745,pressure ulcer #3- surrounding tissue,pressure ulcer #3- surrounding tissue,chartevents,skin - impairment,,text,,
228762,pressure ulcer #10- drainage,pressure ulcer #10- drainage,chartevents,skin - impairment,,text,,
228766,pressure ulcer #4- drainage amount,pressure ulcer #4- drainage amount,chartevents,skin - impairment,,text,,
228822,pressure ulcer #10- stage,pressure ulcer #10- stage,chartevents,skin - impairment,,text,,
228836,pressure ulcer #4- tunneling present,pressure ulcer #4- tunneling present,chartevents,skin - impairment,,text,,
228849,pressure ulcer #7- undermining present,pressure ulcer #7- undermining present,chartevents,skin - impairment,,text,,
224902,impaired skin drainage #2,site drainage #2,chartevents,skin - impairment,,text,,
